1,1,A,"0,293043514430448","0,634729920250247","0,511137803192922","0,228455480125045","0,940806304858685"
1,2,B,"0,864895835429481","0,395201472667106","0,138994035156166","0,376560304095677","0,471731985305539"
1,3,C,"0,056038241479214","0,068200340918859","0,697203410289887","0,283553515427623","0,441819879030179"
1,4,D,"0,530128393053679","0,539372764766466","0,02494940417602","0,605513160805075","0,740920940857568"
1,5,E,"0,133146049187632","0,665334856869616","0,814526847809923","0,50808537831906","0,373189377637513"
1,6,F,"0,019275411463596","0,848445509750598","0,103177869369771","0,374774399417581","0,274760668190891"
1,7,G,"0,392978038588429","0,032688299527264","0,56213397439891","0,584163425060577","0,502976630321835"
1,8,H,"0,130067590452183","0,42269279635343","0,594532473841519","0,069921926638651","0,895746358121201"
1,9,I,"0,665521320229463","0,42761324359821","0,492036750501723","1,221428238573E-05","0,864764731217488"
1,10,J,"0,853022423475185","0,772806355132141","0,527726740634319","0,958390515207811","0,179505828084111"
